,Data_ID,User_ID,Gender,Age,MBTI,Q_number,Answer
161,198,4,1,40,INFJ,18,"<중립> 저는 남의 성공보다는 저의 성공을 더 만족해합니다. 남을 위해 돕는 매니저의 역할보다는 주인공이 되길 바라기 때문입니다. 다만, 가족의 문제는 예외라고 생각합니다."
162,199,4,1,40,INFJ,19,<아니다> 다양한 관심사보다는 하나의 관심사에 좀 더 많이 깊게 빠지는 경향이 있습니다.
163,200,4,1,40,INFJ,20,<그렇다> 자주 걱정하는 편입니다. 저는 중요한 일이 잘못되거나 그르칠까 봐 걱정을 많이 하고 계속해서 고민하는 편입니다.
164,201,4,1,40,INFJ,21,"<그렇다> 지도자 역할을 피하는 편입니다. 주목받는 것에도 조금 걱정이 되고, 많은 책임감과 여러 안목이 집중되는 것을 즐기지 않습니다."
165,202,4,1,40,INFJ,22,<아니다> 평소에 저는 감상적이고 예술 작품을 감상하며 여러 생각에 잠기는 것을 좋아합니다.
166,203,4,1,40,INFJ,23,<그렇다> 사람들이 자신의 감정을 앞세우지 않고 침착하게 이성적으로 행동한다면 전쟁은 일어나지 않았으리라 생각하는 편입니다.
167,204,4,1,40,INFJ,24,<중립> 휴식을 취하기 전에 집안일을 끝내겠노라 늘 다짐하고 그것을 원하지만 피곤하면 눕게 됩니다.
168,205,4,1,40,INFJ,25,<그렇다> 저는 티브이 토론 보는 것을 좋아하고 시청하면서 혼자 중얼거리면서 편드는 것을 좋아합니다.
169,206,4,1,40,INFJ,26,<아니다> 다른 사람의 주의를 끄는 것에 대해 특별히 조심하지는 않습니다. 저는 충분히 유머러스해서 옆 테이블 남들이 저의 얘기를 경청하는 것을 더 좋아합니다. 
170,207,4,1,40,INFJ,27,<그렇다> 감정이 매우 빠르게 변하는 편입니다. 화가 순간적으로 확 났다가 5분도 안 돼 제가 왜 화났는지도 까먹을 때가 있습니다.
171,208,4,1,40,INFJ,28,<그렇다> 저는 일 못하는 사람에게 짜증이 납니다. 저는 저보다 일을 잘 처리하지 못하는 후배를 못 견뎌하고 한마디 잔소리를 하는 편입니다.
172,209,4,1,40,INFJ,29,<그렇다> 저는 해야 할 일을 미룰 때가 있습니다. 최근에는 설거지를 끝까지 미루다가 쓸 수 있는 숟가락이 없어서 설거지를 해야 했던 적이 있습니다.
173,210,4,1,40,INFJ,30,"<중립> 저는 사후 세계에 대한 질문이 아주 흥미롭지는 않지만, 사후에 천국을 가려고 매일 분리수거도 열심히 하고 바르게 살려고 노력은 합니다."
174,211,4,1,40,INFJ,31,<아니다> 혼자 시간을 보내는 것이 훨씬 더 좋습니다. 다른 사람과 만남을 하거나 술을 먹는 시간은 저에게 휴식이 되어주지 못합니다.
175,212,4,1,40,INFJ,32,"<중립> 원론적인 이야기보다는 실제 생활에서의 이야기가 흥미로운 것은 사실이지만, 토론 자체에 대해 지루함을 느끼지는 않습니다."
176,213,4,1,40,INFJ,33,"<그렇다> 공감을 잘하는 편은 아니라고 생각하지만 남들은 저에게 공감 능력이 뛰어나다고 말합니다. 남의 말에 추임새를 잘 넣고 적절한 반응을 하는 편인데, 공감을 잘해서인지는 모르겠습니다."
177,214,4,1,40,INFJ,34,<그렇다> 저는 결정 장애가 있어서 옷을 살 때도 백화점을 다섯 바퀴는 돌고 삽니다. 음식을 고를 때도 시간이 오래 걸립니다.
178,215,4,1,40,INFJ,35,<아니다> 다시 생각하는 편이라서 샀던 물건도 마음이 변해서 다시 취소하는 경우가 더러 있습니다.
179,216,4,1,40,INFJ,36,<아니다> 혼자만의 시간을 보내는 것을 더 좋아해서 저에게는 즐거운 파티나 행사는 노동에 가깝습니다. 
180,217,4,1,40,INFJ,37,<그렇다> 저는 미술관을 엄청 좋아해서 일 년에 바빠도 서너 번은 미술관에 갑니다.
181,218,4,1,40,INFJ,38,<아니다> 다른 사람의 감정을 이해하기 쉽습니다. 저는 방송을 볼 때도 작가와 pd가 연출한 상황임을 너무나 알면서도 쉽게 빠져들어 버립니다. 
182,219,4,1,40,INFJ,39,<그렇다> 저는 계획이 저의 삶입니다. 저는 여행을 갈 때도 분 단위로 계획합니다. 일할 때도 스케줄을 확실하게 짜야 마음이 편합니다.
183,220,4,1,40,INFJ,40,<그렇다> 불안함을 많이 느끼곤 합니다. 사람을 만나면 즐거운 가운데 소심하게 불안함을 느끼는지 손톱을 물어뜯을 때가 종종 있습니다. 타고난 성향이라고 봅니다.
192,241,5,1,40,ISTJ,1,<아니다> 저는 주기적으로 새로운 친구를 만들지 않습니다. 이유는 나이가 들수록 새로운 사람을 만나는 것에 대한 두려움이 커지기 때문입니다.
193,242,5,1,40,ISTJ,2,<그렇다> 저는 요즘 재미있게 본 '이상한 변호사 우영우'의 남자 주인공인 강태오에 관심이 생겨서 그 배우의 인스타나 자료들을 찾아보곤 합니다. 
194,243,5,1,40,ISTJ,3,<아니다> 저는 대체적으로 그런 상황에서는 같이 울고 싶다는 생각보다는 '저 사람은 왜 울까'라는 생각이 먼저 듭니다. 무조건적으로 슬프다는 생각이 들지 않는 것 같습니다.
195,244,5,1,40,ISTJ,4,<그렇다> 저는 한 가지 일을 하는 데 있어 여러 대비책을 세우는 편입니다. 예를 들어 오늘 밖에 나가 어떤 음식점에 가기로 계획을 세웠다면 만약에 그 음식점을 못 갈 가능성이 있기 때문에 한두 개의 음식점을 더 알아보고 나갑니다. 모든 일에는 변수가 있다고 생각하기 때문이고 변수가 생겼을 때 우왕좌왕하는 것이 싫기 때문입니다.
196,245,5,1,40,ISTJ,5,<그렇다> 저는 평정심을 유지하는 편이라고 생각합니다. 얼마 전에 저 혼자 아이들과 친정 엄마를 모시고 여행을 다녀왔습니다. 자유여행이었기 때문에 혼자 계획을 세우고 안전하고 무사하게 다녀와야 한다는 압박감이 있었습니다. 여행을 가서도 안전하게 다니는 것 외에도 같이 간 가족의 즐거움을 책임져야 한다는 생각이 많았습니다. 하지만 여행을 다니다 보니 계획했던 것과 틀어지는 일이 너무 많았습니다. 하지만 당황하거나 조급해하지 않고 문제를 해결하려고 하니 해결이 되는 것 같았습니다. 그래서 여행을 무사히 마칠 수 있었습니다.    
197,246,5,1,40,ISTJ,6,<그렇다> 저는 이미 알고 있는 사람과 대화하는 편입니다. 이유는 새로운 사람에게 다가가는 것이 어렵기 때문입니다. 
198,247,5,1,40,ISTJ,7,<그렇다> 저는 하나의 프로젝트가 끝나고 다른 프로젝트를 시작하는 편입니다. 얼마 전에 컴퓨터와 가구를 살 일이 있었는데 두 개를 한꺼번에 주문하지 않았습니다. 먼저 컴퓨터에 대해 알아보고 살 컴퓨터를 결정하고 주문한 후에 가구에 대해 알아보고 가구를 주문했습니다. 이유는 두 개를 동시에 알아보는 것보다 한 가지에 집중해서 알아보는 게 더 좋은 결과를 가져온다고 생각하기 때문입니다. 나중에 만족을 하기 위해서는 물건에 대해 잘 알고 사야 한다고 생각하기 때문에 한 가지에만 집중하려고 했습니다.
199,248,5,1,40,ISTJ,8,<아니다> 저는 감상적인 사람이 아닙니다. 노래를 들을 때 가사에 전혀 신경을 쓰지 않고 슬픈 음악을 듣는다고 슬퍼지지 않기 때문입니다. 
200,249,5,1,40,ISTJ,9,<아니다> 계획을 세우는 것을 좋아하는 편이지만 다이어리 같은 것을 사용해서 일정이나 목록으로 세우진 않습니다. 
201,250,5,1,40,ISTJ,10,<아니다> 매일 맛있게 해먹던 음식이 어느 날 맛이 다르거나 맛없게 될 때가 있습니다. 그렇다고 해서 내가 요리를 못한다고 생각하기보다는 그날 제가 요리를 제대로 하지 않아서 맛없게 된 것이라고 생각합니다.
202,251,5,1,40,ISTJ,11,<아니다> 관심이 가는 사람일수록 대화를 시작하기가 어려운 것 같습니다. 예를 들어 어렸을 때 좋아하는 이성과 그냥 이성친구가 함께 있다면 좋아하는 이성에게는 말을 못 걸고 옆에 있는 이성친구에게 말을 걸었던 것 같습니다.
203,252,5,1,40,ISTJ,12,<그렇다> 저는 그런 일에는 관심이 없는 편입니다. 사람의 생각은 모두 다르고 성격도 제각각이기 때문에 하나의 예술 작품을 볼 때도 다 다를 수밖에 없다고 생각합니다. 그래서 그런 생각에 대해 토론하는 것은 의미가 없다고 보기 때문입니다.
204,253,5,1,40,ISTJ,13,<그렇다> 어떤 일을 결정할 때 감정에 휘둘리지 않으려고 하는 편입니다. 주위에서 저를 두고 이성적인 사람이라고 하는 말을 많이 들었습니다. 
205,254,5,1,40,ISTJ,14,<아니다> 웬만하면 하루 일정을 계획해서 따라가려고 합니다. 예로 백화점을 가야 할 일이 생겼을 때 갑자기 가는 것보다 나갈 준비를 제대로 하고 그 다음날이나 다른 날을 잡아가는 것을 선호합니다.
206,255,5,1,40,ISTJ,15,"<아니다> 저는 제가 어떤 사람으로 보일지 매우 걱정하는 편입니다. 딱히 계기가 있는 것은 아닌데 어렸을 때부터 다른 사람들이 나를 어떻게 생각할지, 내가 이렇게 행동하면 어떻게 나를 바라볼지에 대해 많이 걱정했던 것 같습니다. "
207,256,5,1,40,ISTJ,16,<아니다> 사람이 많은 모임에 가는 것을 선호하지 않습니다. 나이가 들수록 점점 더 심해지는 것 같습니다. 
208,257,5,1,40,ISTJ,17,<아니다> 저는 명확한 결말이 있는 영화를 좋아합니다. 그래서 결말을 해석해야 하는 영화보다는 재난 영화처럼 결말이 있는 영화를 좋아합니다. 
209,258,5,1,40,ISTJ,18,<아니다> 저는 다른 사람보다는 저의 성공이 더 중요하다고 생각하는 사람입니다. 이유는 내가 성공해야 남을 도울 수 있다고 생각하기 때문입니다. 
210,259,5,1,40,ISTJ,19,<아니다> 저는 관심사가 많은 편은 아니라 관심사가 생기면 그것에만 신경 쓰는 타입입니다. 
211,260,5,1,40,ISTJ,20,<그렇다> 저는 대부분 상황을 부정적으로 보는 편이라 자주 걱정하게 됩니다. 이유는 걱정 없이 있다가 일이 잘못되면 걱정을 하고 있다가 일이 잘못되는 것보다 심리적 타격이 더 크기 때문입니다. 
212,261,5,1,40,ISTJ,21,<그렇다> 단체를 이끄는 일은 하고 싶지 않습니다. 이유는 사람의 성격은 다 다르기에 여러 사람을 어우르는 일이 가장 어렵다고 생각하기 때문입니다.
213,262,5,1,40,ISTJ,22,<아니다> 저는 예술적 성향이 있다고 생각합니다. 요즈음 직접 인테리어를 하거나 액자를 만드는 등의 일을 많이 하는데 더 하고 싶다는 생각이 들기 때문입니다. 
214,263,5,1,40,ISTJ,23,<중립> 모든 사람들이 이성적으로 산다면 큰 문제는 발생하지 않을 것이라고 생각하지만 그렇게 되면 각박하고 삭막한 세상이 될 것 같습니다. 사회적 측면에서는 더 나은 세상이 될 수는 있겠지만 인간이 기계처럼 변할 것 같습니다. 
215,264,5,1,40,ISTJ,24,<그렇다> 이왕 쉴 거면 할 일을 다 끝내놓고 불안하지 않은 편안한 마음으로 쉬고 싶기 때문입니다.
216,265,5,1,40,ISTJ,25,<중립> 논쟁이 관심 분야라면 즐거울 수 있지만 관심 밖의 분야면 전혀 즐겁지 않기 때문입니다. 
217,266,5,1,40,ISTJ,26,"<그렇다> 저는 자신이 튀는 행동을 하는 것을 좋아하지 않습니다. 다른 사람에게 어떻게 보일지, 나를 어떻게 생각할지를 중요하게 생각하기 때문입니다. 다른 사람들에게 주목받는 것을 좋아하지 않기 때문에 옷 같은 경우 튀지 않고 평범한 스타일을 선호합니다. 그런 점으로 보아 다른 사람의 주의를 끌지 않으려고 하는 것 같습니다."
218,267,5,1,40,ISTJ,27,<아니다> 기분이 안 좋다가 갑자기 좋아지는 경우나 반대의 경우는 거의 없는 것 같습니다. 
219,268,5,1,40,ISTJ,28,<중립> 짜증까지는 아니고 답답하기도 하고 한심한 생각이 듭니다. 예전에 지인이 집들이에 초대해서 갔는데 음식이 하나도 준비돼있지 않았습니다. 지인은 요리에 소질이 없어 밤새 음식을 준비했음에도 불구하고 다 완성하지 못했었습니다. 그래서 저는 지인을 도와서 음식을 해 주었던 기억이 있습니다. 저는 밤새 준비를 했음에도 요리를 다 내놓지 못한 지인이 이해가 가지 않았지만 화는 나지 않았고 답답함에 도와주었던 것 같습니다. 
220,269,5,1,40,ISTJ,29,<그렇다> 저는 미루는 편인 것 같습니다. 최근에도 할 일이 생기면 미루다가 마지막에 하는 것 같습니다. 
221,270,5,1,40,ISTJ,30,<아니다> 과학적으로 증명되지 않았기 때문에 사후 세계에 대해 논의하는 것은 그다지 의미 없다고 생각합니다. 
222,271,5,1,40,ISTJ,31,<아니다> 20대 일 때는 사람들과 어울리는 것이 즐거웠지만 40대가 된 지금은 혼자 있는 것이 더 좋습니다. 
223,272,5,1,40,ISTJ,32,<그렇다> 저는 이론이 됐든 원론이 됐든 토론하는 것을 좋아하지 않습니다. 어제 집에 지인들이 와서 수학 이론 얘기를 하게 되었는데 지루했습니다. 
224,273,5,1,40,ISTJ,33,<중립> 마음속으로는 공감할 수 있을 거 같지만 실제로는 완전히 상대방에 공감하기는 어려울 것 같아 중립을 선택했습니다. 예로 어렸을 때부터 부유하게 자란 친구가 돈이 없어서 원하는 것을 살 수 없다고 하소연한다면 앞에서는 안됐다고 하겠지만 속 마음으로는 공감이 안될 것 같습니다. 하지만 반대로 너무 어려운 가정에서 자란 친구가 힘들다고 한다면 공감이 갈 것 같습니다.
225,274,5,1,40,ISTJ,34,<그렇다> 저는 미루는 편인 것 같습니다. 우유부단한 면이 있기 때문에 결정하는 것이 어려울 때가 많습니다. 그래서 결정할 일이 생기면 마지막까지 미루는 편입니다.
226,275,5,1,40,ISTJ,35,<아니다> 결정을 내리고서도 자꾸 다시 생각하는 편입니다. 제 성격이 우유부단하여 결정하는 것이 어렵고 결정을 했더라도 제 결정이 맞는 것인지 불안하기 때문입니다. 
227,276,5,1,40,ISTJ,36,<아니다> 저는 혼자만의 시간을 보내는 것을 더 좋아합니다. 요새는 사람이 많은 곳에 가서 사람들과 어울리기 보다 혼자서 집에서 원하는 영화나 드라마를 보며 쉬는 것을 더 좋아합니다. 
228,277,5,1,40,ISTJ,37,<아니다> 저는 미술관에 가는 것을 그다지 좋아하지 않습니다. 예술 작품을 감상하는 일보다는 작품을 만드는 것을 더 좋아하기 때문입니다. 
229,278,5,1,40,ISTJ,38,<그렇다> 저는 겉으로는 지인들의 감정을 잘 들어주고 이해해 주지만 속으로는 이해를 못 할 때가 많습니다. 예를 들면 돈이 없다고 하소연하는 지인이 저보다도 돈을 더 잘 쓸 때 무슨 생각으로 그러는지 이해가 안 될 때가 많습니다.
230,279,5,1,40,ISTJ,39,<그렇다>  저는 업무나 개인적인 일 둘다 계획해서 하는 일을 좋아하는 것 같습니다. 계획을 세워놓아야 일이 더 잘 진행되는 것 같기 때문입니다.
231,280,5,1,40,ISTJ,40,<중립> 불안할 때도 있지만 반대로 불안할만한데 불안하지 않을 때도 있습니다. 미래의 일에는 불안함을 느끼지만 현재의 일에는 불안함을 느끼지 않는 것 같습니다. 계기는 없고 타고난 성향인 것 같습니다. 
